Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
5/13/1987,7:20,"Buga, Valle del Cauca, Colombia",3.9000,-76.3000,Air Taxi,,"Sayre, PA - Washington, District of Colombia",Piper PA-32-300,N32774,327540064,3,2,0,"During initial climb after takeoff, smoke was observed in the cockpit. When the smoke became hvy, the plt decided to land. He attempted a forced landing on rising terrain in foggy conditions. Subsequently, the aircraft crashed into the side of the hill & began burning. Electrical short and arcing leading to fire."
5/19/1987,,"Charkhidadri, India",28.5822,76.1828,YPFB Transportes Aereos,,Camiri - Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,CP-1018,363,16,14,0,Crashed into high terrain in poor weather.
5/23/1987,,"Quiberon, France",47.4838,-3.1190,Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 300,PK-NUW,474,8,8,0,Crashed into a ditch while attempting to land at Ruteng.
5/25/1987,,"Ghorepani, Nepal",28.3986,83.6992,Missionary Aviation Fellowship,,,de Havilland Canada DHC-6 Twin Otter 100,PK-MAM,76,30,6,0,Crashed into a ravine while attempting to land.
5/30/1987,,"Khartoum, Sudan",15.5974,32.5347,Travel Air Flug,,,Cessna 501 Citation,D-IAEC,501-0203,4,2,0,"Crashed into an antenna. One of the pilots killed in this accident survived the September 6, 1971 Pan International accident."
6/5/1987,,"Kathmandu, Nepal",27.7120,85.3130,Rutaca,,,Britten-Norman BN-2A Islander,YV-230C,19,10,10,0,
6/11/1987,,"Tshikapa, Congo",-6.4167,20.8000,Bakhtar Afghan Airlines,,Kandahar - Kabul,Antonov AN-26,YA-BAL,14105,53,53,0,Shot down by rebels forces with a surface-to-air missile.
6/18/1987,10:00,"Roque Perez, Argentina",-35.4170,-59.3170,Military - Peruvian Air Force,,Lima - Saposa,Antonov AN-26,FAP-392,5805,46,46,0,Crashed into a gorge near the Jerache River  while en route on a domestiflight in adverse weather conditions.
6/19/1987,,"Sari, Iran",36.5633,53.0600,Aeroflot,,,Yakovlev YAK-40,CCCP-87826,9241824,29,8,0,"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire."
6/26/1987,11:03,"Irkutsk, Russia",52.2907,104.2786,Philippine Air Lines,,Manila - Baguio,Hawker Siddeley HS-748-209 Srs. 2,RP-C1015,1637,50,50,0,The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.
7/1/1987,,"Medellin, Colombia",6.2308,-75.5906,Military - U.S. Air Force,,,Lockheed C-130E Hercules,68-10945,4325,6,4,1,"The aircraft was doing a drop and pulled up too late. The airplane skidded 1,000 yards down a dirt runway and struck a military vehicle, killing an Army soldier. The plane then impacted trees and broke up."
7/24/1987,,"Solo, Indonesia",-7.5717,110.8227,Air Afrique,56,Brazzaville - Paris,McDonnell Douglas DC-10-30,,,163,1,0,"Hijacked while en route from Rome, Italy to Paris, France. The hijacker killed one male passenger when the plane landed at Cointrin Airport in Switzerland to refuel, after which the plane was stormed by security personnel."
7/31/1987,,"Milford Sound, New Zealand",-44.6085,167.8477,DHL,,,Learjet 23A,N28ST,23-013,3,2,0,The cargo plane crashed into trees while attempting to land. Engine failure.
8/4/1987,,"Luena, Angola",-11.7836,19.9111,LAN,,Santiago - Calama,Boeing B-737-2A1,CC-CHJ,22602,33,2,0,"The landing gear failed after the aircraft touched down 520 meters short of the runway, broke in two and caught fire."
1/18/1988,22:17,"Ipiales, Colombia",0.8233,-77.6353,China Southwest Airlines,4146,Beijing - Chongqing,Ilyushin IL-18D,B-222,187009901,108,108,0,The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.
8/16/1987,20:46,"Khorramabed, Iran",33.4841,48.3525,Northwest Airlines,255,"Detroit, MI - Phoenix, AZ",McDonnell Douglas MD-82,N312RC,48090/1040,155,154,2,"The aircraft stalled and crashed during takeoff from Detroit Metropolitan Wayne County Airport. After liftoff, the wings of the airplane rolled to the left and right  and then the aircraft collided with obsticales northeast of the runway when the left wing struck light poles and the roof of a rental car agency. A 4-year-old girl, Cecilia Cichan, was the only survivor. Slats and flaps not extended. Crew's failure to use taxi checklist to ensure flaps and slats were extended. Lack of electrical power to the aircraft takeoff warning system. Cecelia is now married and earned a Psychology degree from the University of Alabama. Although she has made no publistatements or attended annual memorial services regarding the tragicrash, she corresponds with some of the crash victims’ loved ones."
8/18/1987,,"Ayan, Russia",56.4583,138.1681,Oxaero Ltd.,,,Piper PA-31-350 Navajo,G-BGEO,31-7405489,7,4,0,Crashed into a mountain.
8/31/1987,15:36,"Xichang, China",27.8944,102.2644,Thai Airways,365,Hat Yai - Phuket,Boeing B-737-2P5,HS-TBC,22267/685,83,83,0,The aircraft stalled and crashed into the ocean after the crew's attention was diverted to concern over another aircraft. Failure of the crew to monitor their airspeed. The pilot added power and raised the gear after the stick shaker activated but did not execute a recovery before hitting the sea.
9/8/1987,,"Natashquan, Quebec, Canada",50.1333,-61.8000,Military - Brazilian Air Force,,,Hawker Siddeley HS-125-403B,FAB2129,25290,9,9,0,Crashed during takeoff.
9/13/1987,,"Niederanven, Luxembourg",49.6514,6.2560,Aeroflot,,,Antonov AN-26,,,15,15,0,Shot down by Afghan rebels on approach.
9/21/1987,21:10,"Yengema, Sierra Leone",8.4928,-10.3322,Air Taxi,,,Cessna T210L,N2545S,21061324,3,3,0,After a dark night takeoff the aircraft was observed to execute a immediate left turn up a canyon into rising terrain. The plane stalled and crashed. Pilot misjudged proper rate of climb. Airspeed not maintained.
10/11/1987,,"La Macarena, Colombia",2.1827,-73.7857,Burma Airways,,Rangoon - Nyaung-U,Fokker F-27 Friendship 500,XY-AEL,10689,49,49,0,"The aircraft crashed into a ridge at 1, 500 ft. in heavy rain while attempting to land at Nyaung-U Airport ."
10/11/1987,,"Jeddah, Saudi Arabia",21.5433,39.1728,Aeroejecutivos Colombia,,,de Havilland Canada DHC-6 Twin Otter 310,HK-2920,419,9,2,0,The aircraft crashed while attempting to make an emergency landing.
10/19/1987,,"Peshawar, Pakistan",34.0070,71.5331,MAP,,,Antonov An-12B,CCCP-12162,9346702,9,9,0,The plane overran the runway while attempting to take off crashed into a building and was destroyed.
11/4/1987,22:40,"Khartoum, Sudan",15.5974,32.5347,Air Taxi - Flying School of the Cascades Inc.,,"Tacoma, WA - Bellingham, WA",Cessna 310 N,N4178Q,310N0078,4,4,0,"The pilot became lost and while flying at a low altitude, crashed. Pilot did not maintain proper altitude. Fog, low ceiling."
11/6/1987,8:30,"Pueblo, Colorado",38.2654,-104.6104,Air Malawi,,Blantyre - Lilongwe,Shorts SC-7 Skyvan 3-100,7Q-YMB,SH-1971,10,10,0,Shot down by rebels.
11/15/1987,14:15,"Pucallpa, Peru",-8.3833,-74.5500,Continental Airlines,1713,"Denver, CO - Boise, ID",McDonnell Douglas DC-9-14,N626TX,45726/36,82,28,0,"During a snowstorm in Denver, the flight was delayed 27 minutes after de-icing. When the aircraft took off, the crew experienced a rapid rotation during takeoff, overturned and crashed. Icing. Failure of the captain to de-ice a second time."
11/27/1987,,"Port Harcourt, Nigeria",4.7715,7.0143,Flynn's Ferry Service,,Wellington - Christchurch,Cessna 208 Caravan I,ZK-SFB,208-00059,2,2,0,"The cargo plane stalled, went into a spin and crashed into the sea. Icing. The aircraft did not have any airframe deicing equipment."
1/19/1988,19:20,"Pownal, Vermont",42.8000,-73.2167,Trans Colorado AL / Continental Express,2286,"Denver, CO - Durango, CO",Swearingen SA.227AC Metro,N68TC,AC-457,17,9,0,The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway.  The captain choose VOR/DME approach instead of ILS.  The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine.
11/28/1987,4:00,"Piacenza, Italy",45.0478,9.7006,South African Airways,295,"Taipei, Taiwan -  Mauritius - Johannesburg, South Africa",Boeing B-747-244B,ZS-SAS,22171/488,159,159,0,"While over the Indian Ocean the crew contacted Mauritius approach control and reporting fire and smoke aboard. Three minutes after the last transmission the plane the plunged into the ocean 150 miles northeast of Mauritius. The fire caused incapacitation and disorientation of the crew, in-flight break-up and loss of control of the aircraft.  The fire originated in a front pallet on the right side in the upper deck cargo hold. The fire of unknown origin possibly (1) incapacitated the crew; (2) caused disorientation of the crew due to thick smoke; (3) caused crew distraction; (4) weakened the aircraft structure, causing an in-flight break-up; (5) burned through control cables or ; (6) caused loss of control due to deformation of the aircraft fuselage."
11/29/1987,11:30,"Donetsk, Ukraine",47.9813,37.7753,Korean Airlines,858,Abu Dhabi - Bangkok,Boeing B-707-3B5C,HL-7406,20522/855,115,115,0,"The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime."
12/3/1987,,"Kandahar, Afghanistan",31.6167,65.7167,Cooper Skybird Air Charters,,,Cessna 404 Titan,5Y-EJS,,14,14,0,Crashed shortly after takeoff into a remote mountainous area.
12/7/1987,16:16,"Sao Felix do Araguaia , Brazil",-11.6169,-50.6689,PacifiSouthwest Airlines,1771,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,N350PS,E-2027,43,43,0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantimessage to air trafficontrollers: 'There’s gunfire aboard.' Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph. Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot."
12/8/1987,,"Abuja, Nigeria",9.0667,7.4833,Military - Peruvian Naval Aviation,,Pucallpa - Lima,Fokker F-27 Friendship 400M,AE-560,10548,43,42,0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.
12/8/1987,,"Port Heiden, Alaska",56.9575,-158.6406,Talair,,,Britten-Norman BN-2A-2 Islander,P2-MIB,217,4,1,0,Crashed on takeoff.
12/14/1987,21:30,"Dizangue, Cameroon",3.7667,9.9833,Military - Brazilian Air Force,,Recife - Fernando de Noronha,Lockheed C-130H,C-130-2468,,29,29,0,Crashed into the AtlantiOcean while en route for reasons unknown.
12/22/1987,20:57,"Milwaukee, Wisconson",43.0500,-87.9500,Air Taxi,,"Alliance, AK - Chadron, NE",Cessna 402C,N105GP,402C0642,3,2,0,Became disoriented while en route and crashed into trees on a ridge. Improper IFR procedure. Proper alititude not maintained.
12/23/1987,6:11,"Kamina, Congo",-8.7321,24.9938,Southcentral Air,,"Kenai, AK - Anchorage, AK",Piper PA-31-350 Navajo,N496SC,31-7752077,8,6,0,Lost the right engine while taking off and made a forced landing. Failure of the right engine cylinder failure. Improper use of throttle controls during the emergency.
12/30/1987,,"Shinile, Ethiopia",9.6670,41.8330,Merpati Nasantara Airlines,,Samarinda - Berau,de Havilland Canada DHC-6 Twin Otter 300,PK-NUY,459,17,17,0,"Disappeared between Samarinda and Berau, Indonesia."
1/2/1988,19:20,"Ruidoso, New Mexico",33.3322,-105.6749,Condor Flugdienst,3780,Stuttgart - Izmir,Boeing B-737-230A,D-ABHD,22635/774,16,16,0,The aircraft was off the ILS sidebeam and crashed into a hill on approach in poor weather. The crew used the wrong VOR and ILS. Pilot overconfidence and co-pilot inactivity during the approach.
1/8/1988,5:19,"Cubarral, Colombia",3.7919,-73.8413,Phoenix Air,,"Memphis, TN - Monroe, LA",Learjet 36A,N79SF,36-041,2,2,0,The cargo plane crashed during an ILS approach. The pilot-in-command executed a excessive descent rate and did not level off. Lack of experience in type of aircraft.
1/18/1988,,"Isparta, Turkey",37.7647,30.5567,ETA - Empresa Transportes Aéreos,,,Curtiss C-46A-55,CP-1244,246,9,9,0,Struck Mt. Colorado in poor weather.
1/18/1988,4:20,"Rumbek, Sudan",6.8058,29.6761,Aeroflot,,Moscow - Krosnovodsk,Tupolev TU 154B-2,CCCP-85254,77A254,143,11,0,Broke in two after a heavy landing. Crew error. Co-pilot was flying the plane against requirements that the pilot fly the plane.
1/24/1988,16:49,"Chelyabinsk, Russia",55.1547,61.3758,Aeroflot,,Nizhnevartovsk - Tyumen,Yakovlev YAK-40,CCCP-87549,9531442,31,27,0,"The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at  a critical stage of the takeoff for undetermined reasons, probably by the crew."
2/3/1988,20:00,"Malakal, Sudan",9.5500,31.6500,Air Taxi - Minuteman Aviation Inc.,,"Missoula, MT - Helena, MT",Cessna 421A,N517S,421A0002,3,3,0,"As the aircraft turned inbound to intercept the localizer it collided with a mountain, 12 miles ESE of the airport. Improper IFR procedures. Improper use of navigation receiver."
2/8/1988,7:58,"Khartoum, Sudan",15.5974,32.5347,NFD - Nurnberger Flugdienst,108,Hannover - Dusseldorf,Swearingen SA.227AC Metro III,D-CABB,AC-500,21,21,0,The plane was struck by lightning and suffered a complete electrical failure after which the right wing broke off during an uncontrollable descent.
2/27/1988,6:09,"Junction City, California",40.7436,-123.0586,Aeroflot,,Tyumen - Surgut,Tupolev TU-134A,CCCP-65675,1351501,51,20,0,"The aircraft made a hard landing beside the runway, broke up and caught fire. Crew error. Visual contact with the runway was lost as the aircraft descended through the decision height."
3/4/1988,6:37,"Bukavu, Congo",-2.5000,28.8667,Transport Arien Transregional,230,Nancy - Paris,Fairchild FH-227B,F-GCPS,546,23,23,0,Crashed after hitting power lines while making an approach to Orly. Electrical system failure.
3/6/1988,,"Wamena, Indonesia",-4.2703,138.7461,Military - Ecuadorian Air Force,,,Rockwell Sabreliner 40,FAE-068,282-68,11,11,0,
3/8/1988,21:45,"El Alto de Rubio, Venezuela",-16.5167,-68.1667,Military - U.S. Army,,,Sikorsky UH-60A / Sikorsky UH-60A,8524462/8724605,,17,17,0,The two helicopters collided in mid-air in the dark and crashed on the Fort Campbell military base. Pilot error.
3/17/1988,13:17,"Madiun, Indonesia",-7.5946,111.5449,AVIANCA,410,Cucuta - Cartagena,Boeing B-727-21,HK-1716,18999/240,143,143,0,"The aircraft struck a mountain at 6,200 feet after taking off in mist and haze. The crew took off under VFR conditions during adverse weather conditions. Inappropriate presence of a non-crew pilot in the cockpit and his great talkativeness distracting part of the crew which resulted in carelessness and disorientation in monitoring the heading and altitude necessary to maneuver the plane. VFR flight into IFR conditions."
3/31/1988,4:10,"Isiro, DemocratiRepubliCongo",2.7574,27.6262,Arax Airlines,,Cairo - Sharjah,Douglas DC-8-55F,5N-ARH,45859/253,4,4,0,During a second attempt to take off an engine on the cargo plane failed causing the plane to crash at the end of the runway.
4/5/1988,,"Port Hope Simpson, Newfoundland, Canada",52.5333,-56.3000,Kuwait Airways,,Bangkok - Kuwait,Boeing B-747-200,9K-ADA,21541,112,2,0,Hijacking. Two hostages killed on the ground.
4/12/1988,20:09,"St. Johns, Newfoundland",47.5675,-52.7072,United Airways,,Bloemfontein - Johannesburg,Douglas DC-3C,ZS-UAS,6154,24,24,0,The plane crashed after fire broke out at FL90 and an emergency descent was made. A leak at the right booster pump was the source of the fire.
4/16/1988,,"Crimond, Scotland",57.6008,-1.9122,Chaillotine Air Service,,,Mitsubishi MU-2L Marquise,F-GERA,701SA,6,6,0,
4/19/1988,10:03,"Bagdarin, USSR",54.4667,113.5833,Aeroflot,,Muya - Bagdarin,Let 410UVP Turolet,CCCP67518,851422,17,17,0,Crashed into a mountain during descent  in poor weather.
7/26/1988,7:40,"Broennoysund, Norway",65.4639,12.1980,Northeast Jet,,"Allentown, PA - Morristown, NJ",Learjet 35A,N442NE,35-442,2,1,0,"The aircraft, on a positioning flight struck the ground short of the runway while attempting to land. Inadequate training. Improper descent rate and airspeed."
10/7/1988,,"Quito, Ecuador",-0.2149,-78.5132,Shanxi Airlines,,Sightseeing,Ilyushin IL-14P,B-4218,6341406,46,42,0,The sightseeing  plane crashed into a hotel shortly after takeoff.
5/6/1988,,"Lagos, Nigeria",6.4511,3.3884,Wideroe's Flyveselksap,,Namsos - Bronnoysund,de Havilland Canada DHC-7-102,LN-WFN,28,36,36,0,Crashed into a hillside during approach in foggy weather.
5/18/1988,9:40,"Miram, Pakistan",28.8500,67.8167,Jay Hawk Air - Air Taxi,,"Anchorage, AK - McGrath, AK",Piper PA-32-260,N897P,32-301,3,3,0,"The plane struck the rock face of a 8,600 ft. mountain in poor visibility. Pilot did not maintain proper altitude. Flight into known adverse weather. Poor inflight planning."
5/24/1988,12:55,"Ahmedabad, India",23.0145,72.5918,TACA,,"Belize City, Belize - New Orleans, LA",Boeing B-737-3T0,N75356,23838,45,0,0,The aircraft encountered heavy rain and hail which resulted in flame-out of both engines. Attempts to restart engines were unsuccessful. The aircraft landed safely in a grassy field between a drainage ditch and levee with no power. Water ingestion due to heavy rain from a level 4 thunderstorm caused failure of both engines. A contributing cause of the incident was the inadequate design of the engines and the FAA water ingestion certification standards which did not reflect the waterfall rates that can be expected in moderate or higher intensity thunderstorms.
5/26/1988,,"Rzeszow, Poland",50.0333,22.0000,Aeronica,,,Douglas DC-6,YN-CBE,,6,6,0,The cargo plane crashed.
5/26/1988,22:25,"Luxor, Egypt",25.6833,32.6500,Starair,,Billund - Hannover - Nurnberg,Fokker F-27 Friendship 600,OY-APE,10443,2,2,0,While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.
6/3/1988,,"Leonora, WA, Australia",-28.8800,121.3300,North American Sabreliner 40,,,Military - Ecudorian Air Force,FAE-068,282-68,11,11,0,Crashed into mountains.
6/8/1988,,"La Paz, Bolivia",-16.5000,-68.1500,Military - U.S. Air Force,,Training,Lockheed C-130E Hercules,61-2373,3720,6,6,0,The plane crashed and burned while practicing touch-and-go landings.
6/12/1988,9:23,"Abilene, Texas",32.4500,-99.7500,Austral Lineas Aeras (Argentina),,Resistencia - Posadas,McDonnell Douglas MD-81,N1003G,48050/989,22,22,0,The airliner crashed 3 miles short of the runway in poor visibility. Crew's overconfidence and  incorrect in-flight planning.
6/26/1988,14:45,"QuebeCity, Quebec, Canada",46.8142,-71.2074,Air France,296Q,Basel - Basel,Airbus A320-111,F-GFKC,9,136,3,0,"The plane was scheduled to perform a series of fly-bys at an air show. The plane was to descend to 100 ft. altitude with landing gear and flaps extended. The automatigo-around protection (Alpha Floor Function) was inhibited for the maneuver. During the maneuver, the plane descended thru 100 ft. to an altitude of 30 feet and hit trees at the end of the runway. The aircraft was totally destroyed by the successive impacts and violent fire which followed. The pilot allowed the aircraft to descend through 100 ft. at slow speed and maximum angle of attack and was late in applying go-around power. Unfamiliarity of the crew with the landing field and lack of planning for the flyby."
7/3/1988,10:55,"Cucuta, Colombia",7.8942,-72.5039,Iran Air,655,Bandar Abbas - Dubai,Airbus A300B2-203,EP-IBU,186,290,290,0,"The civilian Iranian airliner was shot down by the U.S. Navy vessel U.S.S. Vincennes with surface-to-air missiles. The Vincennes was protecting other civilian ships in the area from Iranian gunboats. The Vincennes responded to hostile action taking place against a ship by Iranian gun boats. However, orders to the captain were to send a helicopter to investigate but maintain position. In fact, the ship headed towards the hostilities and penetrated 2nm inside Iranian territorial waters and after the helicopter was fired upon, engaged the enemy boats. The ill-fated airliner was delayed in leaving Bandar Abbas because of a problem with the passport of a passenger. Soon after taking off the target appeared on the radar of the Vincennes. Because the plane was late and confusion of time zones, the crew was not expecting an airliner in the area. When the target was first identified, it squawked both 2 (military) and 3 (civilian). The reason for this was the radar tracker ball was left in the vicinity of the Bandar Abbas airport and the radar was picking up both the airliner and a military F-14 jet fighter at the same time. Playing it safe, the plane was misidentified as a F-14 Iranian fighter. The aircraft did not respond to 10 radio challenges from the Vincennes. However, 7 were on military frequencies which the airliner could not pick up. Three were on the civil emergency frequency addressed to the so called military F-14. When the plane was nearing 10 miles from the ship, it was reported to the captain that the aircraft was descending. At that time the surface-to-air missiles were fired destroying the aircraft. At the inquiry computer data showed that the plane was never descending and actually was ascending at a steady rate. Incredibly, a military investigation concluded that although the U.S. government regretted the loss of human life, the captain and crew were not at fault and acted properly in shooting down the airliner."
7/6/1988,,"Cancun, Mexico",21.1734,-86.8281,Lineas Aéreas Suramericanas,,,Canadair CL-44J,HK-3148,39,8,8,0,Shortly after taking off the crew experienced failure of the No. 4 engine and a fire. While attemping to return to the airport control was lost and the plane crashed.
7/21/1988,,"Paramaribo, Surinam",5.8667,-55.1667,Angola Air Charter,,"Oostende, Belgium - Lagos, Nigeria",Boeing 707-328C,D2-TOV,18881/436,6,6,0,Crashed on approach.
7/30/1988,15:45,"Tarma, Peru",-11.4165,-75.6856,Air Taxi - Temesco Helicopters Inc.,,"Ketichikan, AK - Security Cove, AK",Cessna CE185,N70168,18502033,3,3,0,"While in a narrow, tree-lined area just above a small cove, the pilot lost control of the aircraft while maneuvering, in preparation for a landing on a lake. The aircraft struck trees in-flight while in an unusual attitude and then struck the water. Poor visibility due to heavy rain existed at the time of the accident. Inadvertent stall."
8/2/1988,,"Borana, Somalia",1.1133,44.0303,Balkan Bulgarian Airlines,,Sofia  - Varna,Yakovlev YAK-40,LZ-DOK,9620247,37,28,0,Crashed on takeoff from Sophia airport en route to Varna. In-flight fire. Possible crew error.
8/2/1988,17:42,"Jalalabad, Afghanistan",34.4404,70.4419,Geoterrex,,"Narsarsuaq, Greenland - Reykjavik, Iceland",CASA 212 Aviocar 200,C-GILU,245,3,3,0,"The plane, on a positioning flight entered a steep right turn, nosed down and crashd short of the runway. Loss of control by the crew because of large fluctuations in the power output of the right engine caused by the shift of an incorrectly installed speeder spring in the right propeller governor."
8/15/1988,,"Chana, Angola",6.9247,100.7418,Military - Afghan Republican Air Force,,,Antonov AN-22,,,39,39,0,Shot down by a surface-to-air missile.
8/17/1988,16:30,"Shindand, Afghanistan",33.3071,62.1364,Military - Pakistan Air Force,,Bahawalpur - Islamabad,Lockheed C-130B,23494,3708,30,30,0,"Crashed shortly after taking off from Bahawalpur 60 miles near the Indian border. Act of sabotage. Detonation of a low level explosive device or incapacitating gas. U.S. Ambassador to Pakistan, Arnold Raphel, 45, and Muhammad Zia ul-Haq 64, killed. A recent report states that the accident was caused by the failure of the elevator control system due to a mechanical failure."
8/19/1988,,"Kaiserslautern, Germany",49.4447,7.7689,MD Air Services,,,Partenavia P-68C,N39272,283,6,6,0,Crashed into the sea. Failure of the wing due to overstressing beyond the design limits.
8/23/1988,,"Point Alert, Ellesmere Island, NWT,Canada",82.4840,-62.3721,Kinair Cargo,,,Douglas DC-4,9Q-CBG,10452,5,5,0,
8/26/1988,23:20,"Karakent, USSR",39.8489,47.0249,Aeroflot,,Kirensk - Irkutsk,Let 410MU,CCCP-67235,770801,4,4,0,"The crew failed to set the altimeters to the proper setting while landing. The plane descended until it contacted trees, broke up and caught fire. Crew fatigue was a factor."
8/28/1988,16:00,"Dingxi, China",35.5806,104.6263,Military - Italian Air Force,,Air show,Aermacchi MB-339PAN (3 aircraft),,,3,3,70,Seventy people were killed on the ground when three out of ten jet aircraft of the Italian air team 'Frecce Tricolori' crashed while performing at an air show at the Ramstein Air Base.
8/31/1988,9:19,"Garut, Jawa, Indonesia",-7.2484,107.9097,CAAC,301,Guangzhou - Hong Kong,Hawker Siddeley HS-121 Trident 2E,B-2218,2159,89,7,0,The right outboard flap of the plane hit the approach lights of Runway 31. The right main landing gear collapsed and the aircraft ran off the runway into the harbor.
8/31/1988,9:01,"Tver, Russia",56.8625,35.9242,Delta Air Lines,1141,"Dallas/Fort Worth, TX - Salt Lake City, UT",Boeing B-727-232 Adv,N473DA,20750/992,108,14,0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system."
9/12/1988,14:30,"Cuito, Angola",-12.3829,16.9416,TAME Ecuador,,Lago Agrio - Quito,Lockheed L-188A Electra,HC-AZY,1052,7,7,0,The positioning flight took off with one bad engine. Another engine failed and the plane crashed and burst into flames.
9/15/1988,10:15,"Van, Turkey",38.5035,43.3964,Bradley Air Services,,Montreal - Ottawa,BAe-748,C-GFFA,1789,2,2,0,Struck the ground short of the runway while attempting to land.
9/15/1988,13:05,"Douala, Cameroon",4.0549,9.6987,Ethiopian Airlines,604,Bahar Dar - Asmara,Boeing B-737-230,ET-AJA,23914/1456,104,35,0,"During takeoff, the aircraft ingested numerous pigeons into both engines. One engine lost thrust almost immediately and the second lost thrust during the emergency return to the airport. The aircraft crashed while trying to land. Engine failure due to ingestion of 10-16 Columba Guinea birds."
10/16/1988,10:17,"Belle Anse, Haiti",18.2362,-72.0671,Air Taxi - Northern Arizona Aircraft Inc.,,"Sedona, AZ - Sedona, AZ",Piper PA-32-300,N4113R,32-40432,5,5,0,The pilot & 4 fare-paying passengers were en route to the Grand Canyon national park for aerial sightseeing. An internal failure of the left magneto resulted in a total loss of engine power. The aircraft collided with terrain & was destroyed by ground fire.
10/17/1988,0:30,"Buga, Valle del Cauca, Colombia",3.9000,-76.3000,Uganda Airlines,775,London - Rome,Boeing B-707-338C,5X-UBC,19630/746,52,33,0,"Undershot runway and hit  a building while performing a third landing attempt in fog. The crew's lack of adequate preparation in the procedure for a non-precision approach, especially in crew coordination, altitude callouts and their continued descent beyond MDA without having located the runway visual markings. Crew fatigue."
10/19/1988,8:30,"Charkhidadri, India",28.5822,76.1828,Vayudoot,,Silchar - Gauhati,Fokker F-27 Friendship 100,VT-DMC,10173,34,34,0,Crashed short of the runway. Controlled flight into terrain.
10/19/1988,7:00,"Quiberon, France",47.4838,-3.1190,Indian Airlines,113,Bombay - Ahmadabad,Boeing B-737-2A8,VT-EAH,20481/271,129,124,0,"The plane hit an electrical mast, 5 miles short of runway during an approach in fog and burst into flames."
10/25/1988,10:53,"Ghorepani, Nepal",28.3986,83.6992,Aero Peru,,Juliaca - Arequipa,Fokker F-28 Fellowship 1000,OB-R-1020,11059,69,12,0,Crashed shortly after taking off from Manco Capaairport at Juliaca. The pilot tried to return to the runway but crashed in a high nose-up attitude into a pasture. The plane broke in two and burst into flames.
11/2/1988,,"Khartoum, Sudan",15.5974,32.5347,LOT Polish Airlines,703,Warszawa - Rzeszow,Antonov AN-24B,SP-LTD,67302209,29,1,0,"The plane attempted to make an emergency landing due to engine failure, struck a ditch and caught fire."
11/13/1988,20:53,"Kathmandu, Nepal",27.7120,85.3130,Air Taxi - TAJ FBO Co.,,"Brunswick, GA - Jacksonville, FL",Piper PA-28-181,N8342L,288190170,4,4,0,During a night landing the aircraft collided with trees and crashed. Improper use of decisiion height. Improper IFR procedure.
11/14/1988,7:14,"Tshikapa, Congo",-6.4167,20.8000,Wasa Wings,,Helsink - Ilmajoki,Embraer 110P1 Bandeirante,OH-EBA,110226,12,6,0,"The aircraft struck trees2,400 feet next to the runway while approaching in deteriorating weather conditions. A power failure caused all light to go out at the airport."
11/17/1988,,"Roque Perez, Argentina",-35.4170,-59.3170,JC Air,,,Cessna 441 Conquest,F-GFHR,,7,7,0,Crashed on take off.
11/18/1988,6:30,"Sari, Iran",36.5633,53.0600,Air Littoral,,Montluçon - Paris,Swearingen SA-226TC Metro II,F-GCPG,TC-334E,4,4,0,While taking off the nose pitched down the plane descended and crashed to the ground and caught fire. Inadvertent activation of the Stall Avoidance System resulting in the stick pusher activation at a crucial altitude.
