Date,Time,location,Latitude,long,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
10/2/1984,8:15,Austin,30.265,-97.7466,Air Taxi - Desert Flying Service,,"Reno, NV - Eureka, NV",Cessna R182,N1842R,,3,3,0,Deteriorating weather (fog) was encountered as the pilot followed a highway to his destination on an easterly heading. On scene evidence indicated that the aircraft impacted left wing tip first on a northerly heading near the east end of a box canyon. Flight into adverse weather. Air speed not maintained.
10/9/1984,,Deline,65.1867,-123.4217,Nahanni Air Services,,Fort Norman - Fort Franklin,de Havilland Canada DHC-6 Twin Otter 100,C-FPPL,115,7,7,0,Struck a tower while on approach in fog.  Weather was below VFR minima and not reported to the pilot because of a lack of observation and communications facilities at Fort Franklin. The decision of the pilot to continue the approach in fog.
10/11/1984,17:37,Happy Valley-Goose Bay,53.3019,-60.4167,Labradore Airways,,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,C-FAUS,34,4,4,0,The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.
11/19/1984,,Inverness,57.4767,-4.2315,Euroair,,,Embraer 110P1 Bandeirante,G-HGGS,110294,1,1,0,"Crashed into a 1,600 ft. hill after taking off from Inverness."
11/20/1984,,Loja,-3.9873,-79.2052,TAME,,Loja - Zumba,de Havilland Canada DHC-6 Twin Otter 300,FAE-446,446,14,14,0,Crashed into high terrain.
12/6/1984,18:14,Jacksonville,30.3369,-81.6614,Provincetown - Boston Airlines,1039,Jacksonville - Tampa,Embraer 110P1 Bandeirante,N96PB,110-365,13,13,0,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure."
3/22/1986,,Jamma'in,32.1311,35.2008,Military - Indian Air Force,,,Antonov An-32,,,19,19,0,
12/17/1984,23:00,Bainbridge,42.3,-75.5,Air Taxi - Delaware Aviation LLC,,"Binghamton, NY - Bainbridge, NY",PA-23-250,N6099Y,,4,4,0,"VFR conditions prevailed when the fight departed. The destination was reported as clear until just prior to the estimated time of arrival, then fog began to form. Witnesses who heard the aircraft, just prior to the accident, reported heavy fog. After making an approach to Rwy 7, the aircraft turned to a heading of about 220 deg, then collided with trees on a wooded hill, .85 mi north of the airport. Continued VFR flight into adverse weather conditions."
1/9/1985,7:00,Kansas City,39.0997,-94.5783,TPI International Airways,,Detroit - Kansas City,Lockheed L-188AF Electra,N357Q,1044,3,3,0,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.
1/18/1985,,Jinan,36.6667,116.9833,CAAC,5109,Nanjing - Jinan,Antonov AN-24B,B-434,27308110,41,38,0,Crashed after overshooting the runway in rain and fog.
1/20/1985,23:15,Carson,36.3642,-105.7656,Air Taxi,,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,N40TE,,3,3,0,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.
1/21/1985,1:04,Reno,39.5272,-119.8219,Galaxy Airlines,203,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,N5532,1121,71,70,0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration."
1/23/1985,10:35,Cerro Baúl,-17.1121,-70.8588,Aerolineas Centrales de Colombia,,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,HK-1910,497,23,23,0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR."
2/1/1985,20:25,Whitefield,44.3733,-71.6122,Air Taxi - Air Trends Inc.,,"Burlington, VT - Whitefield, NH",Piper PA-31-350,N27522,,5,4,0,The aircraft crashed after executing a missed approach at Whitefield during IMC weather. The aircraft was seen at 300-400 ft agl during some part of the maneuvering near the airport. The aircraft seemed to be heading for the airport when last seen by ground observers. Fuel starvation. Fuel tank selector in wrong position.
2/4/1985,19:51,Soldotna,60.4867,-151.0753,North PacifiAirlines,-,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,N50NP,LD-231,9,9,0,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.
2/6/1985,943,Altus,34.6422,-99.3339,Air Taxi - Oklahoma Airways Inc.,,"Altus, OK - Oklahoma City, OK",Cessna 402B,N5780M,,2,2,0,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance."
10/18/1989,,Hac? Zeynalabdin,40.6196,49.5537,Military - Russian Air Force,,,Ilyushin IL-76MD,CCCP-76569,33448421,57,57,0,Crashed into the Caspian sea after reporting an engine fire.
2/9/1985,12:48,Central Point,42.3756,-122.9145,Air Taxi - Mercy Flights Inc.,,"Gold Beach, OR - Metford, OR",Gulfstream AC-680F,N233W,,4,4,0,The pilot reported loss of power in both engines. Witness saw the aircraft gilding wings level towards the runway when a loud rev was heard. The aircraft then pitched up and rolled left to an inverted position before ground contact and explosion. Misjudged emergency procedure. Airspeed not maintained. Directional control not maintained. Throttle/power control not corrected.
2/16/1985,,Banjarmasin,-3.3333,114.5833,Dirgantara Air Services,,,Britten-Norman BN-2A Islander,PK-VIO,693,10,9,0,Struck a mountain in poor weather conditions.
2/19/1985,10:15,Beaverton,45.4869,-122.8036,China Airlines (Taiwan),6,Taipei - Los Angeles,Boeing B-747-SP-09,N4522V,22805/564,274,0,0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator."
2/22/1985,,Timbuktu,16.7758,-3.0094,Air Mali,,Tombouctou - Bamako,Antonov AN-24V,TZ-ACT,87304104,51,50,0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.
3/12/1985,,Fort Hood,31.13,-97.78,Military - U.S. Air Force,,Training,Lockheed C-130E Hercules,64-0549,4044,6,6,0,Stalled during a training exercise and crashed.
4/11/1985,,Salta,-24.7833,-65.4167,YPF,,Buenos Aires - Salta,HS-125-700B,LV-ALW,257133,7,7,0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.
4/13/1985,19:40,Athens,37.9753,23.7361,Air Taxi - Eidoarie Inc.,,"El Dorado, AR - Houston, TX",Cessna 320B,N3RU,,4,4,0,Crashed on a dark night while en route to Shreveport. Reason for occurrence unknown. Possible loss of DC power causing the pilot to lose control of the aircraft during a dark night and turbulent instrument flight.
4/16/1985,11:37,Las Cruces,32.3144,-106.7789,American Airlines,,"Dallas, TX - San Diego, CA",Boeing B-727-227,N718AA,20611/894,89,0,0,While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.
4/19/1985,0:00,Tuba City,36.1299,-111.2399,Air Taxi - Monument Valley Air Service,,"Tuba City, AZ - Page, AZ",Cessna U206G,N8849Q,,6,6,0,Medical transportation flight during the early morning hours in marginal weather conditions. The flight was not completed and was returning to the departure airport when it descended into desert terrain 10 miles short of its destination. Flight into known adverse weather.
4/20/1985,,Kulusuk,65.5666,-37.1833,Aeronica,,Positioning,Fokker F-27 Friendship 100,YN-BZF,10118,5,2,0,After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.
4/20/1985,,"Santa Rosa, Bolivia",-17.885,-64.2983,Carga Aereo Transportada,,,Convair CV-440,CP-1489,319,4,4,0,The cargo plane lost an engine on talkeoff nosed down and crashed.
5/15/1985,,Vilankulo,-22,35.3167,Empresa Nacional de Transp.  Trabalho Aereo,,,Britten-Norman BN-2 Islander,C9-AMV,219,5,5,0,Crashed while attempting an emergency landing along a beach.
5/16/1985,13:45,Golovin,64.5447,-163.0275,Air Taxi,,"Golovin, AK - Elim, AK",Cessna C-207A,N73635,,5,2,0,"According to the pilot-in-command, he was attempting to fly through a mountain saddle. As he turned towards the mountain and began his climb the weather deteriorated rapidly with ceilings zero, visibility zero and severe turbulence. The airplane struck the side of a 1,707 foot high mountain at the 1,590 foot level on a magnetiheading of 015 degrees. The pilot-in-command stated that just prior to impact he could not see anything. Continued VFR flight into IMC. Poor judgement. Improper planning."
5/21/1985,20:15,Harrison,36.2372,-93.1136,Acme Air,,"Branson, MO - Harrison, AR",Cessna 501 Citation I,N10GE,501-0022,2,2,0,The plane struck a mountain while on approach. Improper IFR procedure. Improper use of navigational instruments. Low ceiling and rain.
5/28/1985,,Cabimas,10.4,-71.45,Avensa,,,Convair CV-580,YV-84C,157,13,2,0,"The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made."
5/31/1985,23:00,Nashville,36.1667,-86.7833,General Aviation Inc.,115,Nashville - Indianapolis,Grumman G-159 Gulfstream I,N181TG,181,2,2,0,The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.
6/14/1985,,Athens,37.9753,23.7361,Trans World Airlines,847,Athens - Rome,Boeing B-727-231,N64339,20844/1065,153,1,0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.
6/23/1985,,Juara,-11.255,-57.52,TABA,,Juara - Cuiaba,Embraer 110P Bandeirante,PT-GJN,110-063,17,17,0,The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.
6/28/1985,,Charlotte,35.2238,-80.8411,Air Taxi,,,Piper PA-42,N542TW,,2,2,0,The aircraft collided with trees and a pole short of the runway during a night VFR approach to land.  Poor VFR procedures. Overconfildence in personal ability. Poor judgement. Proper altitude not maintained. Exceeded proper descent rate.
7/24/1985,17:00,Leticia,-4.2167,-69.9333,Fuerza AÃ©rea Colombiana,,Leticia - Bogota,Douglas DC-6B,FAC-902,45067/709,80,80,0,"Crashed into the Amazon jungle in poor weather, after the crew reported a fire in the No. 3 engine. The last words from the aircraft was 'We're falling.'"
8/12/1985,,El Milia,36.7494,6.2674,Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 300,PK-NUG,346,19,8,0,
8/15/1985,,Aden,12.8098,45.0355,Alyemda Airlines,,Aden - Abu Dahbi,Boeing 707-336C,7O-ACO,20374/838,73,3,0,"As the plane reached FL230, water was spilled on the autopilot panel and the crew had to disengage the autopilot because the stabilizer trim wheel started to rotate. Control was lost as the plane pitched up and down. Control was regained at 1,000 ft. and an emergency landing was carried out."
8/20/1985,2:05,Gulkana,62.2667,-145.404,Air Taxi - Jet Alaska,,"Anchorage, AK - Gulkana, AK",Learjet 24D,N455JA,,3,3,0,"During a night arrival, the flight was on an instrument approach to the Gulkana Airport when radio contact with the aircraft was lost. Search was initiated & the wreckage was found 7.4 mi north of the terminal VORr on the 330 deg radial.  Improper IFR procedure. Minimum descent altitude not maintained."
8/22/1985,6:13,Manchester,53.4807,-2.2344,British Airtours,28M,Manchester - Kerkira,Boeing B-737-236,G-BGJL,22033/743,137,55,0,"During takeoff from Manchester, failure of the No. 9 combustor on the port engine resulted in its ejection from the engine and fracturing of the fuel tank access panel and resulting fire. The fire spread into the cabin incapacitating and killing passengers due to toxismoke. Thermal metal fatigue of the combustor. Slow braking, using reverse thrust and turning the aircraft to starboard, sideways to a prevailing wind, all helped to feed the flames. The aircraft was named 'River Orrin.'"
8/25/1985,22:05,Auburn,44.0938,-70.2311,Bar Harbor Airlines,1808,"Boston, MA - Auburn, ME",Beechcraft 99,N300WP,U-22,8,8,0,"While on approach, ATC noticed the flight was east of course and the crew was given instructions to correct.   The crew then tried, unsuccessfully to intercept the glideslope. The plane struck trees and crashed short and right of the runway centerline. The pilot's continuation of an unstabilized approach which resulted in a descent below glideslope. Improper IFR procedure by pilot. Missed approach not performed. Decision height not identified. Samantha Smith, 13, along with her father were killed. She became famous for writing to Soviet leader Yuri Andropov about her fear of nuclear war. She later visited him in Moscow."
8/30/1985,,Kokoda,-8.8856,147.7402,Douglas Airways,,,Britten-Norman BN-2A Islander,P2-DNW,67,5,3,0,
9/6/1985,15:21,Milwaukee,43.05,-87.95,Midwest Express,105,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,N100ME,47309/393,31,31,0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophifailure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.
9/23/1985,10:20,Grottoes,38.2626,-78.8267,Air Taxi - Henson Airlines,1517,"Washington D.C. Baltimore, MD",Beechcraft B99,N339HA,U156,14,14,0,"The aircraft hit a mountain while on approach in level flight at an altitude of 2,400 feet. Navigational error by the crew resulting from their use of the incorrect navigational facility and their failure to adequately monitor the flight instruments. Improper IFR procedure. Lack of proper radio equipment. Playwright, Larry Shue, 39, killed."
9/29/1985,12:30,Jenkinsburg,33.325,-84.035,Air Carriers Express Services Inc,,Parachuting,Cessna 208 Caravan I,N551CC,208-00017,17,17,0,Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.
10/11/1985,21:40,Homer City,40.5397,-79.1592,Mountain Air Cargo,,State College - Pittsburgh,de Havilland Canada DHC-6 Twin Otter 200,N3257,192,1,1,0,The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.
11/1/1985,9:50,Bethel,60.8049,-161.7821,Air Taxi- Hermans Air Inc.,,"Bethel, AK - Chevak, AK",Cessna 208,N9241F,208-00006,4,2,0,A total loss of power was experienced on takeoff due to the fuel selectors being in the off position. The pilot attempted to restart the engine during which time the aircraft entered a stall and collided with the terrain. Checklist not used. Fuel tank selector in wrong position.
11/15/1985,,Dothan,31.2272,-85.4072,Military - U.S. Air Force,,Test flight,Convair CV-340,54-2817,221,4,4,0,Crashed during a test flight.
11/16/1985,,Quinhagak,59.7495,-161.9099,Air Taxi,,"Bethel, AK - Quinhagaki, AK",Piper PA-32-300,N74DJ,,7,4,0,The aircraft crashed on the frozen level tundra at night while on a part 135 air taxi flight. The investigation revealed the commercial rated air taxi pilot did not have a 135 air taxi check ride or competency check. The pilot's certificate prohibited him to carry passengers for hire at night or more than 50 mile cross country flight. At time of the accident the weather was below VFR conditions and the pilot did not receive a weather briefing. Continued VFR flight into IMC.
11/24/1985,20:15,Luqa,35.8597,14.4892,EgyptAir,648,Athens - Cairo,Boeing B-737-266,SU-AYH,21191/450,103,60,0,"Hijacking. While on the ground at Malta to refuel the aircraft was stormed by Egyptian forces. During the fight, several hand grenades were thrown into the cabin causing a fire."
12/12/1985,6:45,Gander,48.9566,-54.6084,Arrow Airways,MF1285R,"Gander - Fort Campbell, KY",McDonnell Douglas DC-8 Super 63PF,N950JW,46058/433,256,256,0,"The aircraft stalled and crashed during takeoff. Two-hundred-forty-four members of the 101st Airborne Division from Fort Campbell, Kentucky  were killed in the accident. There is controversy surrounding this crash. The majority opinion of the board was that the cause of the sequence leading up to the stall and crash could not be determined, with icing a possibility. The minority opinion was that the crash was possibly caused by detonation of an explosive device of unknown origin in a cargo compartment which led to an in-flight fire and loss of control of the aircraft."
12/31/1985,17:14,De Kalb,33.5081,-94.6164,Private,,Guntersville - Dallas/Ft. Worth,Douglas DC-3,N711Y,13658,9,7,0,"The plane crash landed into a field and struck a pole then continued into trees after dense smoke filled the plane and cockpit. The fire most likely started in a defective cabin heater but was not determined for sure. Singer Rick Nelson, 45, fiancÃ©e Helen Blair, 27, soundman Clark Russell and the members of his back-up group The Stone Canyon Band, Andy Chapin, 20, Rick Intveld, 22, Bobby Neal, 38, and Patrick Woodward, 35 were killed. Both pilots survived after climbing out the cockpit windows. Nelson had purchased the DC-3 in May 1985 from Jerry Lee Lewis and the craft had been forced to make two emergency landings in the previous six months. Nelson and his band were en route to perform at the half-time festivities at the Cotton Bowl."
1/21/1986,4:25,Ellendale,43.8728,-93.3014,Air Taxi,,,Bell 296B,N1498W,425,3,3,0,"The purpose of the flight was to take a news crew to a location to cover a story. The news crew had attempted to hire another helicopter, but that operator refused due to forecast low visibility. This pilot, however, agreed to fly. Although he was certified for instrument flight in airplanes, the pilot was not qualified for instrument flight in helicopters, nor was the helicopter certified for instrument flight. The helicopter crashed & burned approximately 100' from the highway near a power line crossing. Impact occurred while the helicopter was in a shallow descent, heading away from the highway & parallel with the power line. Continued VFR flight into IMC. Overconfidence in personal ability."
1/28/1986,7:45,São Paulo,-23.5487,-46.6383,VASP,,Sao Paulo - Belo Horizonte,Boeing B-737-2A1,PP-SME,20096/190,72,1,0,The crew accidently tried to take off from a taxiway. The takeoff was aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.
1/29/1986,,Las Lomitas,-24.7072,-60.5944,Aerocalifornia,,Villa Constitucion - Los Mochis,Douglas DC-3A-178,XA-IOR,1547,21,21,0,The plane tried to land at Los Mochis but had to divert to Las Lomitas because of fog. The airport was not approved for commercial flights and the plane crashed into a hill near the airport while attempting to land.
2/5/1986,,Kasongo,-4.45,26.65,GLM Aviation,,,Lockheed L-188AF Electra,9Q-CWT,1045,14,2,0,Crashed while attempting to make a forced landing.
3/3/1986,,Bern,46.95,7.45,Taxair,,,Cessna 425 Conquest,HB-LLS,,8,8,0,
3/13/1986,22:15,Alpena,45.0617,-83.4328,Simmons Airlines,1746,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,N1356P,110370,9,3,0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons."
3/24/1986,9:55,Happy Valley-Goose Bay,53.3019,-60.4167,Goose Bay Air Services,,Snegamook Lake - Goose Bay,de Havilland Canada DHC-3 Otter,C-FAGM,400,5,4,0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft."
3/25/1986,,Omsk,54.9833,73.3667,Ministerstvo Obshchestvo Mashinostroyeniya,,,Antonov An-12AP,CCCP-11795,1400103,9,9,0,"Undershot the runway, overturned and caught fire."
3/31/1986,9:11,Maravatío,19.8976,-100.45,Mexicana,940,Mexico City - Puerto Vallarta,Boeing B-727-264,XA-MEM,22414/1748,167,167,0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydrauliand electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire."
5/1/1986,6:32,San Salvador,13.69,-89.19,Military - El Salvador Air Force,,San Salvador - Panama City,Douglas DC-6,FAS-302,45078,37,37,0,Crashed into a hill following an engine fire.
5/3/1986,,Colombo,6.9344,79.8428,Air Lanka,,"Colombo - Male, Maldives",Lockheed L-1011-100,4R-ULD,1061,150,22,0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.
5/17/1986,,Khanty-Mansiysk,61,69,Aeroflot,,Test,Yakovlev Yak-40,CCCP-87301,9321728,5,5,0,Crashed on a test flight.
5/17/1986,23:30,Atlantic City,39.3606,-74.4319,Air Taxi - Islip Airco Inc.,,"AtlantiCity, NJ - AtlantiCity, NJ",Cessna 414A,N414NY,414A0242,5,2,0,During takeoff the pilot was not able to pull back the control wheel more than 2 inches. He aborted the takeoff late and was not able to stop the plane before it ran off the runway and collided with a car. Delayed aborted takeoff. Restricted elevator control movement.
5/24/1986,,Antananarivo,-18.9085,47.5375,Military - ArmÃ©e de l'Air Malgache,,,Douglas C-47,,,13,13,0,Flew into the side of a mountain in poor weather.
6/12/1986,15:22,Port Ellen,55.6292,-6.1883,Loganair,423,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,G-BGPC,635,16,1,0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.
6/18/1986,9:33,Grand Canyon,36.2376,-113.0717,Grand Canyon Airlines / Helitech,2-Jun,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,248 /,25,25,0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.
6/22/1986,21:35,Penza,53.2038,44.9714,Aeroflot,,Penza - Simferopol,Tupolev TU-134A,CCCP-65142,60955,59,1,0,The aircraft overan the runway after an aborted takeoff. Passenger died of heart attack.
8/16/1986,10:30,Malakal,9.55,31.65,Sudan Airways,,Malakal - Khartoum,Fokker F-27 Friendship 400M,ST-ADY,10277,60,60,0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.
8/21/1986,10:15,Frenchglen,42.8256,-118.9143,Air Taxi,,"McDermitt, OR - Burns, OR",Cessna T207A,N73569,20700603,6,6,0,During the pilot's attempt to reverse direction at the end of the gorge the aircraft stalled and a loss of control followed. A stall/spin maneuver resulted placing the aircraft in an uncontrolled descent into the terrain. Improper inflight planning/decision. Airspeed not maintained.
8/28/1986,23:13,Lander,42.8331,-108.7325,Denver Air Center,,"Lander, WY - Riverton, WY",Cessna 441 Conquest,N2727A,4410201,7,7,0,"Collided with rising terrain while taking off, 1.5 miles past the end of the runway. Spatial disorientation of the pilot-in-command due to a physical impairment."
8/28/1986,6:53,Texarkana,33.4331,-94.0206,Southwest Airlift,,Little Rock - Texarkana,Howard 250,N252K,2596,2,2,0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot."
8/31/1986,11:52,Cerritos,33.8658,-118.0664,Aeromexico / Private,498,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,47356/470 /,67,67,15,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Cessna and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the 'see and avoid' concept to ensure traffiseparation under the conditions of the conflict."
9/3/1986,15:45,Tullamarine,-37.701,144.876,Peninsula Air Services,-,Tullamarine - Leongatha,Cessna 402,VH-RED,402-0130,6,6,0,The air ambulance flight crashed on takeoff due to engine failure.
9/5/1986,6:00,Karachi,24.8502,67.0075,Pan American World Airways,73,Bombay-Karachi-Frankfurt-New York,Boeing B-747-121,N656PA,20351/127,384,16,1,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew memeber. The aircraft was named Clipper Empress of the Seas."
9/9/1986,,Hopkinsville,36.8547,-87.4889,Military - U.S. Air Force,,,Lockheed C-130A Hercules,56-0468,3076,4,3,0,Overran the runway and crashed.
9/14/1986,3:10,Amsterdam,52.3732,4.8907,Kondair,,London - Amsterdam,Britten-Norman BN-2A Trislander,G-BDTP,1028,1,1,0,"The pilot, lacking experience overcorrected a movement in responding to windshear and couldn't  retain control when the aircraft entered a spiral dive as a result of the overcorrection."
10/4/1986,4:10,San Antonio,29.4167,-98.5,Southern Air Transport,15,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,N15ST,4391,3,3,0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off."
10/14/1986,,Ust-Maya,60.3833,134.45,Aeroflot,,,LET 410MT Turbojet,CCCP-67264,780905,14,14,0,Crashed into river on takeoff.
10/15/1986,,Shiraz,29.607,52.5247,Iran Air,,,Boeing 737-286,EP-IRG,20499/284,80,3,0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.
10/16/1986,15:20,Fishers Island,41.2619,-72.0072,Air Taxi - New London Flying Services Inc.,,"Groton, CT - Fisher Island, NY",Piper PA-28-181,N3962M,28-7890344,4,2,0,A Cessna 182 taking off on Rwy 25 collided with a piper pa-28-181 which was landing on Rwy 12. The collision occurred in the intersection of the two runways. The two occupants of the Cessna were seriously injured and the two occupants of the piper were fatally injured in the accident. Both aircraft were destroyed by fire. VFR procedures not followed. Inadequate visual lookout.
10/22/1986,16:45,Manhattan,40.7903,-73.9597,Private - WNBC,-,Traffireporting,Enstrom F-28F,N8617B,700,2,2,0,"The helicopter was contracted by NBC to make daily highway traffiobservations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffireporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year."
1/12/1987,,Toronto,43.6519,-79.3817,Trillium Air,,,Britten-Norman BN-2A-20 Islander,C-GIRH,404,3,1,0,Crashed into Lake Ontario. Both passenger and pilot were rescued by a helicopter. The pilot later died.
1/15/1987,12:52,Salt Lake City,40.75,-111.8833,Skywest Airlines / Private.,1834,Pocatello - Salt Lake City,Swearingen SA-226TC / Mooney M-20C,N163SW / N6485U,TC-327 /,10,10,0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air trafficontrol system to provide collision protection."
